,btc_price,qanx_price,btc_returns,qanx_returns,rolling_correlation
2019-01-26,3165.0030901862065,0.0008451314393891,0.006354731247598888,0.009282096871416456,
2019-01-27,3148.779501795773,0.0008384220279882,-0.005125931295529629,-0.007938896943355811,
2019-01-28,3109.2807462614146,0.0008224364876948,-0.012544147823571605,-0.019066221735320354,
2019-01-29,3050.435895427212,0.000798883283234,-0.018925550838391647,-0.028638326257650726,
2019-01-30,3177.8980208679827,0.0008487554364425,0.04178488904875666,0.0624273335731973,
2019-01-31,3217.505304054939,0.0008644107628593,0.012463358775791855,0.01844503816366494,1.0
2019-02-01,3166.336380213429,0.0008435741960297,-0.01590329121665257,-0.024104936825030676,1.0
2019-02-02,3079.018701777898,0.0008084685859027,-0.027576880012238347,-0.04161532001835211,1.0
2019-02-03,3152.8137017380145,0.000837331381173,0.023967051553634766,0.03570057733050103,0.9999999999999999
2019-02-04,3281.2592717275693,0.0008882913450414,0.0407399808998381,0.060859971349707775,0.9999999999999999
2019-02-05,3401.8495031087286,0.0009370379378736,0.03675120476464788,0.054876807147015594,1.0000000000000002
2019-02-06,3285.9529097821714,0.0008889181804925,-0.03406870092890557,-0.05135305139330548,0.9999999999999999
2019-02-07,3243.667641080522,0.0008715373921603,-0.012868495034048522,-0.019552742551142588,0.9999999999999999
2019-02-08,3179.874528470454,0.0008456087588296,-0.01966696951381164,-0.029750454270734306,0.9999999999999999
2019-02-09,3154.669701171212,0.0008353434586615,-0.007926359066552813,-0.012139538599751698,0.9999999999999998
2019-02-10,3255.6223900536743,0.0008752324030466,0.032001032895767834,0.04775154934356651,0.9999999999999997
2019-02-11,3430.6107949907355,0.0009455786838024,0.05374960114283289,0.08037440171425492,1.0
2019-02-12,3478.5207876486784,0.0009651504241134,0.013965441001905443,0.02069816150285586,1.0
2019-02-13,3387.0190281781847,0.0009268270174037,-0.02630479018420495,-0.039707185276227186,0.9999999999999997
2019-02-14,3380.471779617309,0.0009239079179278,-0.001933041564398108,-0.003149562346679513,0.9999999999999997
2019-02-15,3590.350892672961,0.0010097192097504,0.06208574623256036,0.09287861934884489,1.0
2019-02-16,3601.056897992764,0.0010139830763578,0.00298188272952693,0.004222824094288535,0.9999999999999999
2019-02-17,3556.1866702659413,0.0009947777896967,-0.012460294018634688,-0.018940441027955668,0.9999999999999999
2019-02-18,3523.160807356412,0.0009806715290046,-0.009286875513500381,-0.014180313270163558,1.0
2019-02-19,3571.725827583312,0.0010007034653674,0.01378450286046995,0.020426754290636673,0.9999999999999998
2019-02-20,3454.431265353941,0.0009511590208935,-0.03283974411572754,-0.04950961617356864,0.9999999999999999
2019-02-21,3383.3726409624646,0.0009215728175745,-0.02057028174338149,-0.031105422615040013,0.9999999999999997
2019-02-22,3505.566813862476,0.0009712678272864,0.03611608470808325,0.05392412706213823,1.0
2019-02-23,3549.912389657282,0.0009894548820189,0.01265004438638706,0.018725066579536875,0.9999999999999996
2019-02-24,3561.9221052699804,0.0009942286584451,0.003383101973921665,0.004824652960890408,0.9999999999999998
2019-02-25,3698.1506643748703,0.0010510177063535,0.03824579962131547,0.05711869943199366,1.0000000000000002
2019-02-26,3592.4496644207243,0.0010056944746992,-0.028582123755094058,-0.04312318563266526,0.9999999999999998
2019-02-27,3543.5690488449727,0.0009849170996004,-0.013606485863910778,-0.020659728795879406,0.9999999999999998
2019-02-28,3583.770170262208,0.001001431417966,0.011344811082583117,0.016767216623917003,1.0
2019-03-01,3619.400769066195,0.0010161157236312,0.00994221088719538,0.01466331633076301,0.9999999999999998
2019-03-02,3412.67931059002,0.0009288087799617,-0.05711482968201642,-0.08592224452299513,0.9999999999999998
2019-03-03,3353.5518673308125,0.0009044380270396,-0.017325812910614524,-0.026238719366008745,0.9999999999999998
2019-03-04,3330.2398914158944,0.0008947812131617,-0.006951428466640319,-0.010677142699880293,0.9999999999999998
2019-03-05,3382.398222731168,0.0009155786588989,0.015662034272581504,0.023243051408860627,0.9999999999999998
2019-03-06,3415.552542973578,0.0009288115387202,0.009802015628910477,0.01445302344335353,0.9999999999999998
2019-03-07,3403.673809225726,0.000923733953647,-0.0034778366306467134,-0.005466754945999575,0.9999999999999996
2019-03-08,3140.737119064731,0.0008164641724422,-0.07725084861196152,-0.1161262729179624,0.9999999999999997
2019-03-09,3135.835825993454,0.0008143488505072,-0.001560555017968701,-0.0025908325268855226,1.0
2019-03-10,3141.8227900860643,0.0008164774057905,0.0019092083976410823,0.0026138125963759418,0.9999999999999997
2019-03-11,3449.814686951262,0.0009363318201749,0.09802968449941152,0.14679452674916216,0.9999999999999999
2019-03-12,3421.5453923478653,0.0009245886668177,-0.008194438591244801,-0.012541657886844582,1.0
2019-03-13,3461.104936441144,0.0009403925134647,0.011561893693344594,0.01709284053999327,0.9999999999999998
2019-03-14,3617.591571364744,0.0010039342420905,0.045212912580600895,0.06756936887097531,1.0
2019-03-15,3724.5902396301976,0.0010482237870048,0.029577321307470816,0.044115981961204476,0.9999999999999998
2019-03-16,3931.7213044592368,0.0011354021051177,0.05561177243744386,0.0831676586561767,1.0
2019-03-17,3709.287936236638,0.0010387668241472,-0.05657404251169118,-0.08511106376756494,0.9999999999999999
2019-03-18,3560.4659146200624,0.0009759918809635,-0.040121453005227514,-0.06043217950788571,1.0
2019-03-19,3478.034331111656,0.0009418537699045,-0.02315190918411103,-0.03497786377618095,0.9999999999999999
2019-03-20,3260.5648879762043,0.0008532820242305,-0.06252653724264523,-0.09403980586389848,1.0
2019-03-21,3267.876766662925,0.000855938955442,0.0022425189922410382,0.003113778488297747,1.0000000000000002
2019-03-22,3146.060224529214,0.0008078647553671,-0.0372769693693521,-0.056165454053992536,1.0
2019-03-23,3339.534673707151,0.0008821851333484,0.061497376200701614,0.09199606430104534,0.9999999999999998
2019-03-24,3233.2368452482115,0.0008398444836063,-0.031830131693449504,-0.04799519754021797,0.9999999999999998
2019-03-25,3189.96818040028,0.0008227757438567,-0.013382460648226902,-0.020323690972293806,1.0
2019-03-26,3292.176957814761,0.0008621135021325,0.03204068869478682,0.0478110330421353,0.9999999999999998
2019-03-27,3128.441943705442,0.0007975827038409,-0.049734572657358256,-0.07485185898605984,0.9999999999999997
2019-03-28,2925.721003741404,0.0007198590716611,-0.06479932938244914,-0.09744899407360286,0.9999999999999997
2019-03-29,2945.8656295559244,0.0007271138340694,0.006885354341292116,0.010078031511861596,0.9999999999999998
2019-03-30,2975.015888392722,0.0007377245827314,0.009895311769936965,0.014592967654893041,1.0000000000000002
2019-03-31,3066.5657990663785,0.0007715930552598,0.03077291487109246,0.045909372306671914,1.0
2019-04-01,3168.7330199184275,0.0007949850514415,0.03331649393701386,0.03031649393711011,0.9983294444954354
2019-04-02,3231.534394387285,0.0008083559689337,0.01981908039399105,0.016819080393971175,0.9977081496856037
2019-04-03,3106.1460665671875,0.0007745654904021,-0.03880148329470945,-0.04180148329475797,0.9964741878932839
2019-04-04,3155.6431931732623,0.0007845846668421,0.01593522182966023,0.012935221829724064,0.9960494221927733
2019-04-05,3217.4444088878945,0.0007975964923046,0.01958434839792078,0.016584348397823856,0.9955292673640093
2019-04-06,3085.976139151066,0.0007626130446949,-0.04086108508158193,-0.04386108508152753,0.9942869724909604
2019-04-07,3437.6122287751064,0.0008472222704897,0.11394647066868546,0.11094647066868601,0.984583657194254
2019-04-08,3542.218683832012,0.0008704615564045,0.030429975254707253,0.027429975254743333,0.9841308536310177
2019-04-09,3342.150983815607,0.0008186857194282,-0.056480900213639385,-0.05948090021363317,0.983253740818942
2019-04-10,3506.668620747876,0.0008565295292127,0.04922507622454719,0.04622507622452665,0.9812697687135742
2019-04-11,3716.376408533288,0.0009051826058296,0.0598025677546592,0.05680256775457648,0.980659843869375
2019-04-12,3815.852119275913,0.0009266959501287,0.026766855616189966,0.023766855616257576,0.9807606824369379
2019-04-13,3767.301937764784,0.00091212524378,-0.01272328696017233,-0.015723286960168892,0.9810651131522199
2019-04-14,3604.463438887472,0.0008699630115766,-0.04322416986144928,-0.04622416986144651,0.9810594515379358
2019-04-15,3594.9977482057147,0.0008650685104458,-0.0026261025648463,-0.0056261025649009255,0.981728154184201
2019-04-16,3675.774178577833,0.0008819106317768,0.022469118488998907,0.019469118489032322,0.9813444717845636
2019-04-17,3685.993248041236,0.0008817167115458,0.002780113512674154,-0.00021988648737492067,0.9809554198194771
2019-04-18,4014.8282421893023,0.0009577313120322,0.08921204462943932,0.08621204462954246,0.9812972722711699
2019-04-19,4173.574714955038,0.0009927268533124,0.03954004086590035,0.03654004086589113,0.9811150592970532
2019-04-20,3967.2771981334495,0.0009406787270326,-0.04942945338497695,-0.05242945338502003,0.9817028237085492
2019-04-21,3720.3001091771152,0.0008792961007937,-0.062253549883666714,-0.0652535498836393,0.9823182779499374
2019-04-22,3835.43724014172,0.0009038709715007,0.030948344914591308,0.027948344914548562,0.9861652817502469
2019-04-23,3791.68346530453,0.0008908482090372,-0.011407767119551049,-0.014407767119546167,0.9863831916762704
2019-04-24,3961.7026642952337,0.000928121324513,0.04484002964552558,0.04184002964554834,0.9865300633892793
2019-04-25,4082.1156751108897,0.0009535465190442,0.03039425747441271,0.027394257474410377,0.9885453953027383
2019-04-26,4072.442143703637,0.0009484262271562,-0.0023697347594123785,-0.005369734759382627,0.990171571181105
2019-04-27,3873.675922521928,0.0008992905186566,-0.04880762308410436,-0.05180762308411746,0.9963111844883509
2019-04-28,3529.341641133084,0.0008166539633555,-0.08889083348115179,-0.09189083348120497,0.9971019898641293
2019-04-29,3581.736922391239,0.0008263277396726,0.014845624647812139,0.011845624647864428,0.9974811556177781
2019-04-30,3321.185881473984,0.0007637381013788,-0.07274432672271924,-0.07574432672271014,1.0
2019-05-01,3151.7009629361123,0.0007224722272646,-0.051031446172067896,-0.05403144617206013,1.0000000000000004
2019-05-02,3187.074098728143,0.000728413482218,0.011223506356731638,0.008223506356631383,1.0000000000000004
2019-05-03,3204.579176858364,0.0007302290696537,0.005492523106760183,0.0024925231067547404,1.0000000000000004
2019-05-04,2991.224006240343,0.0006794210323505,-0.06657821786983764,-0.0695782178697637,1.0000000000000002
2019-05-05,3191.585386967284,0.0007228924789417,0.06698307459051667,0.06398307459044617,1.0000000000000004
2019-05-06,3399.7665115430627,0.0007678767211254,0.06522812312209414,0.062228123122204826,1.0000000000000002
2019-05-07,3511.626023789327,0.0007908378599391,0.03290211603251958,0.02990211603243842,0.9999999999999998
2019-05-08,3626.902722789745,0.0008144263049924,0.03282715705473249,0.02982715705481831,1.0000000000000004
2019-05-09,3746.238199585122,0.0008387799817305,0.03290286117836283,0.029902861178246587,1.0000000000000004
2019-05-10,4619.725668966407,0.0010318368447095,0.23316388943928334,0.23016388943939914,1.0000000000000002
2019-05-11,4893.398706407266,0.0010898674580342,0.05924010580959216,0.05624010580959404,1.0000000000000002
2019-05-12,5094.43653021037,0.0011313733982109,0.041083475078347975,0.03808347507830412,0.9999999999999999
2019-05-13,4868.398863006318,0.001077780791461,-0.044369512872254435,-0.04736951287227431,1.0
2019-05-14,4808.960014584823,0.0010613886979453,-0.012209116404400477,-0.015209116404347411,0.9999999999999999
2019-05-15,5486.443964286939,0.0012077324557835,0.14087951400041043,0.13787951400038545,1.0
2019-05-16,4882.738101478428,0.0010712153167288,-0.11003591155550496,-0.11303591155554094,1.0
2019-05-17,4754.244395537872,0.001039811662827,-0.026315911947366044,-0.029315911947280893,1.0000000000000002
2019-05-18,5074.381120687932,0.0011067100630223,0.06733703581804207,0.06433703581802419,1.0000000000000002
2019-05-19,4866.746464659698,0.0010581053241699,-0.04091822255559796,-0.04391822255565825,1.0
2019-05-20,5074.925754110129,0.0011001923786323,0.04277586493608054,0.03977586493614704,0.9999999999999998
2019-05-21,5098.952027857752,0.0011021004537102,0.00473431039422878,0.001734310394216676,0.9999999999999998
2019-05-22,4909.801197086817,0.0010579106109324,-0.03709602085634911,-0.04009602085638908,1.0
2019-05-23,4323.0379497064105,0.0009283075104569,-0.11950855519945636,-0.12250855519945392,1.0000000000000002
2019-05-24,4380.046970323908,0.0009377644193919,0.013187258886165676,0.010187258886169559,1.0000000000000002
2019-05-25,4180.530380707095,0.0008922347899646,-0.04555124430596191,-0.048551244305924945,1.0000000000000002
2019-05-26,4160.111890708914,0.0008852002444894,-0.004884186488013809,-0.007884186488042122,1.0
2019-05-27,4294.480329526932,0.000911135936014,0.03229923673882751,0.02929923673886936,1.0000000000000002
2019-05-28,4526.147409278948,0.0009575540402299,0.05394531165020733,0.050945311650167246,1.0000000000000002
2019-05-29,4406.219354717885,0.0009293093380942,-0.026496718669657304,-0.02949671866970427,1.0000000000000002
2019-05-30,4242.3090788531645,0.0008919513313553,-0.037199753954422654,-0.04019975395438591,1.0000000000000004
2019-05-31,3929.85013019952,0.0008235805527187,-0.07365303726010275,-0.07665303726012951,1.0
2019-06-01,4154.133423988224,0.0008681129671465,0.05707171682328682,0.05407171682332135,1.0000000000000004
2019-06-02,4691.384890172235,0.0009777811329556,0.12932937182075777,0.12632937182079051,1.0000000000000002
2019-06-03,4991.389175331223,0.0010373748549546,0.0639479156330689,0.06094791563308477,1.0000000000000002
2019-06-04,5380.790749451278,0.0011151931862773,0.07801466895119735,0.07501466895118236,1.0000000000000002
2019-06-05,5163.083052093941,0.0010667267031193,-0.04046016793712692,-0.04346016793717078,1.0000000000000004
2019-06-06,5310.897812257237,0.0010940660185382,0.028629165688773606,0.025629165688788813,1.0000000000000002
2019-06-07,5568.35974586122,0.0011438220001993,0.0484780432057601,0.045478043205820384,1.0
2019-06-08,4496.583910432025,0.0009202322046731,-0.19247604040414434,-0.19547604040422517,1.0000000000000002
2019-06-09,4229.202379088738,0.000862751502611,-0.0594632584800574,-0.062463258479982575,1.0000000000000004
2019-06-10,4651.888650061257,0.0009463906694291,0.09994467823589814,0.09694467823582742,1.0000000000000004
2019-06-11,4262.020920714298,0.0008642359313957,-0.08380848267763785,-0.08680848267762298,1.0000000000000002
2019-06-12,4639.109177183716,0.0009381077052666,0.08847639734396706,0.08547639734395274,1.0000000000000002
2019-06-13,4248.720118575646,0.000856349996698,-0.08415172907076651,-0.08715172907077373,1.0000000000000002
2019-06-14,4007.008225676989,0.0008050627508963,-0.05689051906287701,-0.05989051906283471,1.0
2019-06-15,4126.121387477553,0.0008265790257967,0.02972620845579632,0.02672620845573248,1.0000000000000002
2019-06-16,4151.654342798579,0.0008292142631355,0.006188125099401143,0.0031881250994241217,1.0000000000000002
2019-06-17,4063.976319419148,0.0008092145970545,-0.021118815811705716,-0.0241188158117005,1.0
2019-06-18,4458.836359038903,0.0008854110599854,0.09716100896872137,0.09416100896875967,1.0
2019-06-19,4136.601026639918,0.0008187671169524,-0.07226892992961109,-0.0752689299296746,1.0
2019-06-20,4107.201765896028,0.000810491751156,-0.00710710570213513,-0.010107105702049202,1.0
2019-06-21,4260.396417590648,0.00083829083398,0.037299032389074505,0.03429903238910237,0.9999999999999999
2019-06-22,4340.745415226055,0.0008515857175747,0.01885951206410197,0.015859512064063885,1.0000000000000004
2019-06-23,4187.248100913024,0.0008189172108119,-0.035361971189235786,-0.038361971189276534,1.0
2019-06-24,4047.553609559267,0.0007891398370266,-0.03336188541665275,-0.03636188541669294,1.0000000000000002
2019-06-25,4261.97731884758,0.0008285779888125,0.052976125821261544,0.04997612582137423,1.0000000000000002
2019-06-26,4500.545729393352,0.000872472730155,0.055975992525995055,0.05297599252595275,1.0
2019-06-27,4592.52775363169,0.0008876868845421,0.02043797125259661,0.017437971252576734,1.0000000000000002
2019-06-28,4373.281853422044,0.0008426459177448,-0.04773970065532429,-0.05073970065529776,1.0000000000000002
2019-06-29,4235.038642465419,0.0008134812158238,-0.0316108624118181,-0.034610862411882826,1.0000000000000002
2019-06-30,4238.197576262713,0.0008116475513638,0.0007459043621511618,-0.002254095637774678,1.0
2019-07-01,4255.968742737322,0.0008165496128146,0.004193095332351238,0.006039642998445727,0.9999171471021763
2019-07-02,4346.977932505678,0.0008425369924878,0.02138389524680151,0.03182584287024892,0.999210984450431
2019-07-03,4309.647363609628,0.0008314731681382,-0.008587706097355707,-0.013131559146063565,0.9991668366092561
2019-07-04,4449.782675619685,0.0008718203877737,0.03251665395952119,0.048524980939365525,0.9977433720942581
2019-07-05,4592.355427670887,0.0009135026245648,0.03204038544002552,0.047810578159958705,0.9965412868759127
2019-07-06,4829.868157386832,0.0009841426209392,0.051719152286173076,0.07732872842927341,0.9941017812372296
2019-07-07,4831.511054743532,0.0009843987248636,0.00034015366531026103,0.00026023049805079523,0.9940657459265465
2019-07-08,4891.743831841113,0.0010025608627807,0.012466654099537733,0.0184499811492711,0.9911186875777327
2019-07-09,4863.832900586789,0.0009937297219456,-0.005705722174707439,-0.008808583262073455,0.9905557286258072
2019-07-10,4702.2134369744335,0.0009439505795013,-0.03322882732933885,-0.05009324099397827,0.9885264064214845
2019-07-11,5093.416392779246,0.0010615132398072,0.08319549102741841,0.12454323654105881,0.9816355467053387
2019-07-12,5326.819320892502,0.0011342127280905,0.04582443494000277,0.0684866524100105,0.9807235066529998
2019-07-13,5492.837676585319,0.0011869533495933,0.03116650775851748,0.046499761637829096,0.978174090916913
2019-07-14,5487.400476334622,0.0011848942153605,-0.0009898709138765893,-0.00173480637087009,0.9765322412284198
2019-07-15,5287.713013477068,0.0011199202302763,-0.0363901748594333,-0.054835262289158804,0.9774621011303366
2019-07-16,5491.315289133982,0.0011843236890298,0.03850478933671009,0.05750718400507049,0.9773971989150798
2019-07-17,5456.268093592507,0.0011726895529072,-0.006382295260085491,-0.009823442890119494,0.9770213382861956
2019-07-18,5543.662548297904,0.0012005712875041,0.01601725817102495,0.023775887256587858,0.9798698784831099
2019-07-19,5415.88676938634,0.0011587632254871,-0.023048982112159,-0.03482347316827461,0.979744429879564
2019-07-20,5466.247274458035,0.0011746359575061,0.009298662844348993,0.013697994266540281,0.9795369982037992
2019-07-21,5352.671080793704,0.0011377329006164,-0.02077772701484515,-0.03141659052226686,0.9818057068973193
2019-07-22,5249.142220596137,0.0011044402210506,-0.019341532224732894,-0.029262298337125237,0.9829218839553214
2019-07-23,5295.240174424665,0.0011187128978762,0.008781997494305527,0.012922996241501394,0.9827448182932642
2019-07-24,4985.874379095377,0.0010203947471756,-0.05842337365989292,-0.08788506048982747,0.9847400388598672
2019-07-25,4702.683939019071,0.0009332042338956,-0.05679855097506237,-0.08544782646259097,0.9897218585572521
2019-07-26,4565.187953034965,0.0008920437183162,-0.029237768850097545,-0.044106653275219454,0.9949226162109098
2019-07-27,4523.928304434266,0.0008797274231453,-0.009037886068473888,-0.013806829102667617,0.9961144687124982
2019-07-28,4676.86596608101,0.0009241180971375,0.033806384928080746,0.050459577392153454,0.9987434909922943
2019-07-29,4644.60709039993,0.0009143258536422,-0.006897541198537138,-0.010596311797844815,0.9999292343174522
2019-07-30,4638.845337146899,0.0009123959054564,-0.00124052543969555,-0.002110788159507937,0.9999999999999994
2019-07-31,4582.964203231051,0.0008956812519374,-0.012046345556805504,-0.01831951833523293,0.9999999999999996
2019-08-01,4639.833025519344,0.0009121287485343,0.012408742413523521,0.018363113620301075,0.9999999999999996
2019-08-02,4483.98457094156,0.0008659441522683,-0.03358923774209299,-0.05063385661313058,0.9999999999999996
2019-08-03,4462.235425551535,0.0008594273952426,-0.004850405938274349,-0.007525608907490877,0.9999999999999996
2019-08-04,4531.705598927128,0.0008792824913851,0.015568468883957909,0.023102703325968976,0.9999999999999996
2019-08-05,4570.060592307574,0.0008902256446361,0.008463699272416525,0.012445548908589732,0.9999999999999996
2019-08-06,4570.077483394436,0.0008900080236777,3.696031271704925e-06,-0.000244455953062217,0.9999999999999993
2019-08-07,4572.272980472533,0.0008904268707592,0.0004804069703576719,0.0004706104555880497,0.9999999999999997
2019-08-08,4661.06620923762,0.0009161423074954,0.019419931649818034,0.028879897474650917,0.9999999999999996
2019-08-09,5060.180715934214,0.0010335834578929,0.08562729830046223,0.1281909474506937,0.9999999999999997
2019-08-10,4902.333931970438,0.0009849628095877,-0.03119390251552201,-0.04704085377325962,0.9999999999999993
2019-08-11,5329.288573958109,0.0011133903137509,0.08709211732870692,0.13038817599312091,0.9999999999999997
2019-08-12,5154.3177370114045,0.001058279834545,-0.03283193141420604,-0.04949789712130537,0.9999999999999997
2019-08-13,4713.851242007991,0.0009223609937676,-0.08545582897239212,-0.12843374345863579,0.9999999999999996
2019-08-14,4612.361077909315,0.0008923424773173,-0.021530200867230342,-0.032545301300830554,0.9999999999999996
2019-08-15,4673.10697580306,0.0009097479372838,0.013170239031086384,0.019505358546672458,0.9999999999999994
2019-08-16,5021.47230377668,0.0010112487424046,0.07454683356863545,0.11157025035291324,0.9999999999999998
2019-08-17,4838.506992045495,0.0009557262512687,-0.03643658685393425,-0.054904880280865154,1.0
2019-08-18,4931.293912583691,0.0009829789289601,0.019176766860260264,0.0285151502903922,1.0
2019-08-19,4668.40994654853,0.0009041302646022,-0.053309328280825685,-0.0802139924212969,0.9999999999999998
2019-08-20,5008.075754343574,0.0010025787722524,0.07275835063417424,0.10888752595126916,0.9999999999999999
2019-08-21,5241.840735357776,0.0010725250911708,0.04667760482885153,0.06976640724325156,0.9999999999999999
2019-08-22,5140.846053180478,0.0010412604065367,-0.019267026084188177,-0.029150539126288066,1.0
2019-08-23,4785.997194856126,0.0009331899967574,-0.0690253811636351,-0.1037880717454236,1.0
2019-08-24,5042.789371656652,0.0010080620161481,0.05365489496661646,0.08023234244994182,0.9999999999999999
2019-08-25,5017.16396439998,0.0010001261580919,-0.005081593810104756,-0.00787239071513024,0.9999999999999997
2019-08-26,5263.068478216969,0.0010734043802848,0.04901265247893849,0.07326897871834936,1.0
2019-08-27,5261.5408620057015,0.0010726686925193,-0.0002902520112725293,-0.0006853780169079338,0.9999999999999999
2019-08-28,5268.797704127278,0.0010746197005521,0.001379223750589631,0.001818835625954307,0.9999999999999999
2019-08-29,5171.311148361742,0.0010445261275201,-0.018502618859169817,-0.028003928288806823,1.0
2019-08-30,5297.56352474376,0.0010825165830643,0.024413997293899925,0.03637099594090221,0.9999999999999999
2019-08-31,5320.405693011107,0.0010892473874531,0.004311825268475955,0.0062177379026813195,0.9999999999999999
2019-09-01,5427.226422221889,0.0011217792094258,0.020077553362350065,0.02986633004350514,1.0
2019-09-02,5091.473410525922,0.0010174011873194,-0.06186456682942498,-0.09304685024411141,1.0
2019-09-03,5349.137976458321,0.0010943783810687,0.05060707287594046,0.07566060931392848,1.0
2019-09-04,5678.356445051126,0.0011951368339534,0.06154607902090081,0.09206911853129407,1.0000000000000002
2019-09-05,5701.790939035232,0.0012022365180913,0.00412698537171452,0.00594047805757536,0.9999999999999998
2019-09-06,6168.938197394824,0.0013496846661657,0.08192991699527918,0.1226448754929621,1.0
2019-09-07,6598.997295191931,0.0014904843786359,0.0697136336977282,0.10432045054656802,1.0
2019-09-08,6766.051162372108,0.0015467092605295,0.025315037983405952,0.03772255697510718,1.0
2019-09-09,7133.077382418957,0.0016721750575263,0.054245262301293895,0.0811178934519654,0.9999999999999998
2019-09-10,7431.503794453555,0.0017766951440999,0.04183697947398346,0.06250546921099254,0.9999999999999999
2019-09-11,6904.984875883982,0.0015874338146399,-0.0708495794569246,-0.10652436918539698,0.9999999999999999
2019-09-12,6827.122378754061,0.0015601864496917,-0.011276273377782364,-0.017164410066684233,0.9999999999999999
2019-09-13,7019.658769254535,0.0016257962455164,0.028201690231838494,0.04205253534772391,0.9999999999999997
2019-09-14,7473.441955718458,0.0017830382716337,0.06464462182285158,0.09671693273430781,0.9999999999999996
2019-09-15,7057.140909101743,0.001633608810238,-0.05570405832859571,-0.0838060874928871,0.9999999999999997
2019-09-16,6572.771942782441,0.0014650155678196,-0.06863529757420617,-0.10320294636133698,0.9999999999999996
2019-09-17,6554.881462539297,0.0014586678576334,-0.0027219079558647996,-0.004332861933779575,0.9999999999999998
2019-09-18,6009.530505951039,0.001276266509445,-0.0831976840015951,-0.1250465260023863,0.9999999999999996
2019-09-19,5985.102956852317,0.0012681657876305,-0.004064801580511479,-0.00634720237078279,0.9999999999999998
2019-09-20,6069.875535241536,0.0012947920630532,0.014163929843874046,0.020995894765817313,0.9999999999999994
2019-09-21,5838.642464630057,0.0012204803377365,-0.03809519145309437,-0.05739278717964058,0.9999999999999993
2019-09-22,5821.084709838388,0.0012146699410502,-0.0030071638909269227,-0.004760745836410507,0.9999999999999993
2019-09-23,6040.572741787041,0.0012830662310774,0.03770569282004943,0.056308539230060184,0.9999999999999994
2019-09-24,5909.430066789529,0.0012409618262121,-0.021710304734897656,-0.03281545710227651,0.9999999999999999
2019-09-25,5719.058289591667,0.0011806853693131,-0.03221491329049386,-0.04857236993581615,0.9999999999999994
2019-09-26,5691.714245753427,0.0011719225331396,-0.004781214398182243,-0.007421821597228817,0.9999999999999994
2019-09-27,5453.176249657702,0.0010979571823123,-0.04190969289677493,-0.06311453934514388,0.9999999999999996
2019-09-28,5879.0093588098825,0.0012262902693873,0.07808900531665564,0.11688350797499258,0.9999999999999993
2019-09-29,5884.362444213144,0.0012276585801567,0.0009105420788690921,0.0011158131182789077,0.9999999999999994
2019-09-30,5716.722722971456,0.001174889480158,-0.02848902031970335,-0.04298353047959347,0.9999999999999997
2019-10-01,5762.794914328119,0.0011887987554431,0.008059196429368809,0.01183879464409654,0.9999999999999997
2019-10-02,5734.020576331167,0.0011795978299472,-0.004993121987633242,-0.00773968298147365,0.9999999999999996
2019-10-03,5680.471796824315,0.0011627789165116,-0.009338783981328924,-0.014258175972019949,0.9999999999999994
