,price,volume,market_cap
2019-03-25,3189.96818040028,2059035723.8890355,60609395427.605316
2019-03-26,3292.176957814761,2278802175.442496,62551362198.48046
2019-03-27,3128.441943705442,1995664207.2447503,59440396930.4034
2019-03-28,2925.721003741404,1054145752.3831764,55588699071.08667
2019-03-29,2945.8656295559244,1972915134.847946,55971446961.56256
2019-03-30,2975.015888392722,1108343327.6485877,56525301879.461716
2019-03-31,3066.5657990663785,1338871883.9503405,58264750182.26119
2019-04-01,3168.7330199184275,2440531248.2172866,60205927378.45013
2019-04-02,3231.534394387285,2000754962.8662915,61399153493.35841
2019-04-03,3106.1460665671875,1030521995.3637809,59016775264.776566
2019-04-04,3155.6431931732623,2142287296.74116,59957220670.291985
2019-04-05,3217.4444088878945,607001035.0812769,61131443768.869995
2019-04-06,3085.976139151066,1044079374.5957658,58633546643.870255
2019-04-07,3437.6122287751064,3162004510.592812,65314632346.72702
2019-04-08,3542.2186838320117,1090921483.5235026,67302154992.80822
2019-04-09,3342.150983815607,1546187066.5263271,63500868692.49654
2019-04-10,3506.6686207478756,2417053933.568332,66626703794.20963
2019-04-11,3716.3764085332878,2375336270.445743,70611151762.13246
2019-04-12,3815.852119275913,1714474698.0479436,72501190266.24236
2019-04-13,3767.3019377647843,1012033673.7214248,71578736817.5309
2019-04-14,3604.463438887472,1240299061.223652,68484805338.86197
2019-04-15,3594.9977482057147,1886339431.7875943,68304957215.90858
2019-04-16,3675.7741785778326,1771770459.9986322,69839709392.97882
2019-04-17,3685.9932480412363,1403314268.7803724,70033871712.7835
2019-04-18,4014.8282421893023,2343914421.101844,76281736601.59674
2019-04-19,4173.574714955038,1285385008.264688,79297919584.14572
2019-04-20,3967.2771981334495,801650090.5105786,75378266764.53554
2019-04-21,3720.3001091771152,3100158906.865756,70685702074.36519
2019-04-22,3835.4372401417195,2528472249.451254,72873307562.69267
2019-04-23,3791.6834653045294,582868642.6183193,72041985840.78606
2019-04-24,3961.7026642952337,2741065470.1130943,75272350621.60944
2019-04-25,4082.1156751108897,2536728958.3730187,77560197827.1069
2019-04-26,4072.442143703637,1821683949.3490279,77376400730.36911
2019-04-27,3873.6759225219284,2643872490.542614,73599842527.91664
2019-04-28,3529.341641133084,1842409092.9430673,67057491181.528595
2019-04-29,3581.736922391239,2186927320.321958,68053001525.43355
2019-04-30,3321.185881473984,2667249612.6971374,63102531748.00569
2019-05-01,3151.7009629361123,2148438693.680067,59882318295.78613
2019-05-02,3187.074098728143,2207876442.1423316,60554407875.83472
2019-05-03,3204.5791768583636,1915807101.4879327,60887004360.30891
2019-05-04,2991.224006240343,2683829832.340159,56833256118.56651
2019-05-05,3191.585386967284,1735349438.7339692,60640122352.3784
2019-05-06,3399.7665115430627,1553785056.487117,64595563719.31819
2019-05-07,3511.626023789327,2393046768.550379,66720894451.997215
2019-05-08,3626.902722789745,2483682979.8212,68911151733.00516
2019-05-09,3746.238199585122,2255950006.1354795,71178525792.11731
2019-05-10,4619.725668966407,4913987114.793896,87774787710.36174
2019-05-11,4893.398706407266,2922068701.0799327,92974575421.73805
2019-05-12,5094.43653021037,1420700344.7157285,96794294073.99702
2019-05-13,4868.398863006318,1974137898.2510138,92499578397.12004
2019-05-14,4808.960014584823,621541343.7864647,91370240277.11163
2019-05-15,5486.443964286939,2239726333.3080063,104242435321.45184
2019-05-16,4882.738101478428,2911622594.691374,92772023928.09013
2019-05-17,4754.244395537872,872326027.6586701,90330643515.21957
2019-05-18,5074.381120687932,2147544765.793037,96413241293.07071
2019-05-19,4866.746464659698,2021240393.2663546,92468182828.53427
2019-05-20,5074.925754110129,896662696.6992089,96423589328.09245
2019-05-21,5098.952027857752,1373017251.5221622,96880088529.29729
2019-05-22,4909.801197086817,1996316650.3356242,93286222744.64954
2019-05-23,4323.0379497064105,3715795366.920758,82137721044.4218
2019-05-24,4380.046970323908,1025757696.5056802,83220892436.15425
2019-05-25,4180.530380707095,783103705.2528253,79430077233.4348
2019-05-26,4160.111890708914,2038919870.1521268,79042125923.46936
2019-05-27,4294.480329526932,1473058619.8156972,81595126261.0117
2019-05-28,4526.147409278948,1169894279.9087932,85996800776.3
2019-05-29,4406.219354717885,1674614156.7163522,83718167739.63982
2019-05-30,4242.3090788531645,2156634541.3413467,80603872498.21013
2019-05-31,3929.85013019952,3355494028.7212744,74667152473.79088
2019-06-01,4154.1334239882235,2523899617.2766433,78928535055.77625
2019-06-02,4691.384890172235,2590046140.091529,89136312913.27246
2019-06-03,4991.389175331223,1428964268.6618302,94836394331.29323
2019-06-04,5380.790749451278,928507126.458169,102235024239.5743
2019-06-05,5163.083052093941,946854578.3632421,98098577989.78488
2019-06-06,5310.897812257237,1558034588.8481755,100907058432.88751
2019-06-07,5568.35974586122,960283587.0108813,105798835171.36319
2019-06-08,4496.583910432025,2222241158.5488462,85435094298.20847
2019-06-09,4229.202379088738,1835067257.6667984,80354845202.68602
2019-06-10,4651.888650061257,2904477326.2653837,88385884351.16388
2019-06-11,4262.020920714298,1043951332.8193755,80978397493.57166
2019-06-12,4639.1091771837155,2364821627.574297,88143074366.4906
2019-06-13,4248.720118575646,3286619923.149466,80725682252.93727
2019-06-14,4007.008225676989,950526106.4534428,76133156287.8628
2019-06-15,4126.121387477553,1898710300.288201,78396306362.0735
2019-06-16,4151.654342798579,2028559922.9771087,78881432513.173
2019-06-17,4063.9763194191482,1651105343.3766475,77215550068.96382
2019-06-18,4458.836359038903,2341049078.62571,84717890821.73915
2019-06-19,4136.601026639918,2271236956.354346,78595419506.15845
2019-06-20,4107.201765896028,2079790618.3014157,78036833552.02452
2019-06-21,4260.396417590648,2551051668.646299,80947531934.2223
2019-06-22,4340.745415226055,721219280.6277953,82474162889.29504
2019-06-23,4187.248100913024,1324467407.114564,79557713917.34746
2019-06-24,4047.5536095592674,903189690.1066309,76903518581.62608
2019-06-25,4261.97731884758,2363642913.2027383,80977569058.10402
2019-06-26,4500.545729393352,2499681497.1464295,85510368858.4737
2019-06-27,4592.52775363169,2053734054.1984818,87258027319.0021
2019-06-28,4373.281853422044,2402132483.999987,83092355215.01884
2019-06-29,4235.038642465419,2250877549.9407773,80465734206.84296
2019-06-30,4238.197576262713,1065918999.1948096,80525753948.99153
2019-07-01,4255.968742737322,1734418521.199716,80863406112.00911
2019-07-02,4346.977932505678,2169881729.457469,82592580717.60788
2019-07-03,4309.647363609628,1241690690.9185715,81883299908.58293
2019-07-04,4449.782675619685,867567720.4200809,84545870836.774
2019-07-05,4592.355427670887,2447803432.369909,87254753125.74686
2019-07-06,4829.868157386832,1486960573.799251,91767494990.34981
2019-07-07,4831.511054743532,1849554843.6990058,91798710040.12712
2019-07-08,4891.743831841113,2166007348.185306,92943132804.98116
2019-07-09,4863.832900586789,1437763602.1697023,92412825111.14899
2019-07-10,4702.2134369744335,1252106045.7516491,89342055302.51424
2019-07-11,5093.416392779246,1819125396.722267,96774911462.80568
2019-07-12,5326.819320892502,2460595676.125057,101209567096.95753
2019-07-13,5492.837676585319,2209404352.589507,104363915855.12106
2019-07-14,5487.400476334622,592142130.7300386,104260609050.35782
2019-07-15,5287.713013477068,1806205979.5538144,100466547256.06429
2019-07-16,5491.315289133982,1421575095.0127697,104334990493.54567
2019-07-17,5456.268093592507,718719344.9027106,103669093778.25764
2019-07-18,5543.662548297904,1655945760.7214305,105329588417.66019
2019-07-19,5415.88676938634,801890546.0412978,102901848618.34047
2019-07-20,5466.247274458035,665786803.7238625,103858698214.70265
2019-07-21,5352.671080793704,2092824483.3548527,101700750535.08038
2019-07-22,5249.142220596137,748577602.9642236,99733702191.3266
2019-07-23,5295.240174424665,2153839349.815989,100609563314.06865
2019-07-24,4985.874379095377,2723613611.612984,94731613202.81216
2019-07-25,4702.683939019071,3011900820.0799828,89350994841.36235
2019-07-26,4565.187953034965,2152739846.49843,86738571107.66434
2019-07-27,4523.928304434266,1458497714.7850347,85954637784.25105
2019-07-28,4676.86596608101,892215921.447759,88860453355.53918
2019-07-29,4644.60709039993,1324393891.7131717,88247534717.59866
2019-07-30,4638.845337146899,591705225.4085567,88138061405.79108
2019-07-31,4582.964203231051,759928427.3517073,87076319861.38997
2019-08-01,4639.833025519344,1819973212.0017471,88156827484.86754
2019-08-02,4483.98457094156,1836923018.488599,85195706847.88965
2019-08-03,4462.235425551535,973607453.1132368,84782473085.47916
2019-08-04,4531.7055989271275,2083582414.2017343,86102406379.61542
2019-08-05,4570.060592307574,662382222.4340494,86831151253.8439
2019-08-06,4570.077483394436,1330830612.6996677,86831472184.49428
2019-08-07,4572.272980472533,1451035504.4480898,86873186628.97813
2019-08-08,4661.06620923762,1843393571.508992,88560257975.51477
2019-08-09,5060.180715934214,2555106797.710991,96143433602.75008
2019-08-10,4902.333931970438,2429366055.2691584,93144344707.43832
2019-08-11,5329.288573958109,1713898079.1097584,101256482905.20407
2019-08-12,5154.3177370114045,1038987111.8608438,97932037003.21669
2019-08-13,4713.851242007991,2550915565.733563,89563173598.15182
2019-08-14,4612.361077909315,749357595.0065899,87634860480.277
2019-08-15,4673.10697580306,1091290909.9831233,88789032540.25813
2019-08-16,5021.47230377668,3003414325.7997746,95407973771.75691
2019-08-17,4838.506992045495,2546439873.1417313,91931632848.86441
2019-08-18,4931.293912583691,2066293772.807337,93694584339.09013
2019-08-19,4668.40994654853,2911486300.1750846,88699788984.42206
2019-08-20,5008.075754343574,3108088289.5794935,95153439332.52791
2019-08-21,5241.840735357776,2905557493.43349,99594973971.79774
2019-08-22,5140.846053180478,865431759.5421458,97676075010.42908
2019-08-23,4785.997194856126,3304229167.6188393,90933946702.26639
2019-08-24,5042.789371656652,2709209895.0903454,95812998061.4764
2019-08-25,5017.16396439998,1179256385.7878683,95326115323.59961
2019-08-26,5263.068478216969,1356179957.318109,99998301086.12242
2019-08-27,5261.5408620057015,1658280384.9856217,99969276378.10832
2019-08-28,5268.797704127278,1943590363.577546,100107156378.41827
2019-08-29,5171.311148361742,1393372993.484142,98254911818.87311
2019-08-30,5297.56352474376,863108573.3765967,100653706970.13144
2019-08-31,5320.405693011107,879311351.9909497,101087708167.21104
2019-09-01,5427.226422221889,1810230388.4408185,103117302022.2159
2019-09-02,5091.473410525922,1085037091.2209058,96737994799.99252
2019-09-03,5349.137976458321,2270190462.5322957,101633621552.7081
2019-09-04,5678.356445051126,2068186005.920903,107888772455.97139
2019-09-05,5701.7909390352315,1851661286.1242847,108334027841.6694
2019-09-06,6168.938197394824,3301992342.455079,117209825750.50165
2019-09-07,6598.997295191931,1875716318.883844,125380948608.64668
2019-09-08,6766.051162372108,1950051933.1575568,128554972085.07005
2019-09-09,7133.077382418957,1263957005.7972257,135528470265.96019
2019-09-10,7431.503794453555,1543705555.9739625,141198572094.61755
2019-09-11,6904.984875883982,1975383994.0451975,131194712641.79565
2019-09-12,6827.122378754061,1414303890.5247183,129715325196.32716
2019-09-13,7019.658769254535,2147993062.9894977,133373516615.83617
2019-09-14,7473.441955718458,2952976309.619653,141995397158.6507
2019-09-15,7057.140909101743,2996183510.1958885,134085677272.93312
2019-09-16,6572.771942782441,2004573911.0739915,124882666912.86638
2019-09-17,6554.881462539297,2023671779.6626818,124542747788.24664
2019-09-18,6009.530505951039,2656551963.339813,114181079613.06975
2019-09-19,5985.102956852317,895184600.4312851,113716956180.19403
2019-09-20,6069.8755352415355,882281827.1494973,115327635169.58917
2019-09-21,5838.642464630057,1406500802.3106687,110934206827.97107
2019-09-22,5821.084709838388,1546484260.1320138,110600609486.92938
2019-09-23,6040.572741787041,1044469872.8574797,114770882093.95378
2019-09-24,5909.430066789529,931711523.4134082,112279171269.00104
2019-09-25,5719.058289591667,836991533.5925119,108662107502.24167
2019-09-26,5691.714245753427,848204535.7786844,108142570669.31512
2019-09-27,5453.176249657702,1484949826.1771238,103610348743.49634
2019-09-28,5879.0093588098825,995460924.8008364,111701177817.38777
2019-09-29,5884.362444213144,1714586760.8552933,111802886440.04974
2019-09-30,5716.722722971456,2326124025.354231,108617731736.45767
2019-10-01,5762.794914328119,2032926956.3786192,109493103372.23427
2019-10-02,5734.020576331167,1794649449.6766493,108946390950.29218
2019-10-03,5680.471796824315,1773900989.638568,107928964139.66199
2019-10-04,5557.091688638521,1285008449.8932219,105584742084.1319
2019-10-05,5426.318152424082,1515480352.035162,103100044896.05756
2019-10-06,5094.72864273992,1923306377.715325,96799844212.05849
2019-10-07,5370.735417673501,2499494503.2521267,102043972935.79651
2019-10-08,5491.911446036259,1553496690.2229955,104346317474.68892
2019-10-09,5557.539821765969,1453301650.3813083,105593256613.5534
2019-10-10,5526.324767512736,1371882718.2206984,105000170582.74199
2019-10-11,5312.336532998973,1198146595.4748824,100934394126.98048
2019-10-12,5148.960776895081,693135998.9455425,97830254761.00653
2019-10-13,4853.461153886155,1547332056.8570554,92215761923.83696
2019-10-14,4725.509768236123,858816958.7620707,89784685596.48633
2019-10-15,4518.712387116161,2639168278.0273046,85855535355.20706
2019-10-16,4821.401343131476,2811632592.949701,91606625519.49805
2019-10-17,4989.020206792477,1681420808.7618065,94791383929.05707
2019-10-18,5001.965378697853,1416075772.6712725,95037342195.25922
2019-10-19,4827.139845757968,2183727992.895377,91715657069.4014
2019-10-20,4624.448986178751,1314348689.0450087,87864530737.39626
2019-10-21,4586.928301409887,1129379460.0369103,87151637726.78786
2019-10-22,4754.567237455314,1412095148.2745326,90336777511.65097
2019-10-23,5115.327945893838,3481958516.1912565,97191230971.98291
2019-10-24,4826.605010137771,1021060391.7131057,91705495192.61766
2019-10-25,4932.880913167268,889869108.3153983,93724737350.17809
2019-10-26,4802.032780290077,986711371.2870021,91238622825.51147
2019-10-27,4706.064081461955,1113032299.6345842,89415217547.77715
2019-10-28,4712.844885039032,1131669463.1603932,89544052815.74161
2019-10-29,4553.8429023624985,2639410363.9198837,86523015144.88747
2019-10-30,4508.040706221078,2150758127.4514294,85652773418.20049
2019-10-31,4342.133328589143,2460066414.7131586,82500533243.19373
2019-11-01,4239.78554122743,934605140.7981391,80555925283.32118
2019-11-02,4365.773520345861,1949580583.8256423,82949696886.57135
2019-11-03,4380.937127536,1404566163.8742578,83237805423.184
2019-11-04,4510.417848809509,1191869833.436117,85697939127.38068
2019-11-05,4388.6142387093205,1251657732.0599074,83383670535.4771
2019-11-06,4486.585429253027,1392235697.6209595,85245123155.80751
2019-11-07,4192.257809046499,1113266084.2878647,79652898371.88347
2019-11-08,4198.2250598675255,1436084381.9791193,79766276137.48299
2019-11-09,4303.364141876855,914749763.8365246,81763918695.66025
2019-11-10,4015.2074255268267,2039777075.1962752,76288941085.0097
2019-11-11,3908.5095346031135,1271944664.4782555,74261681157.45915
2019-11-12,3913.9656061865207,711416285.8501012,74365346517.5439
2019-11-13,4069.5524411841525,1232555574.9712653,77321496382.4989
2019-11-14,3973.6099963268716,1881135755.3625298,75498589930.21056
2019-11-15,4055.8325984271046,1457194117.9337113,77060819370.11499
2019-11-16,4287.675122309248,1756704451.6190386,81465827323.8757
2019-11-17,4384.5031968876965,2140210276.6769967,83305560740.86623
2019-11-18,4346.700819520501,2115453702.0092616,82587315570.88951
2019-11-19,4409.05787198853,2181159019.499547,83772099567.78206
2019-11-20,4300.333117370382,962183136.9721849,81706329230.03726
2019-11-21,4313.077548039527,1402065181.7830849,81948473412.751
2019-11-22,4284.0630897170895,1881324474.0250454,81397198704.6247
2019-11-23,4339.773502315695,906791259.5834236,82455696543.9982
2019-11-24,4266.105505812839,872030395.035806,81056004610.44394
2019-11-25,4331.283431315121,1726630361.649361,82294385194.98729
2019-11-26,4256.181665334759,1507339479.7723749,80867451641.36041
2019-11-27,4402.360174140737,1462570440.204679,83644843308.67401
2019-11-28,4342.748073499731,1958466741.6106527,82512213396.49489
2019-11-29,3986.5342435151347,2173414097.794936,75744150626.78755
2019-11-30,3823.790152437734,1340733353.1008809,72652012896.31694
2019-12-01,3824.69537804027,850327312.2276403,72669212182.76514
2019-12-02,4079.257511944591,3080250740.954311,77505892726.94724
2019-12-03,4212.5522410882795,2467390558.6639886,80038492580.6773
2019-12-04,3837.865044915312,2713930645.035769,72919435853.39093
2019-12-05,3608.9615336500137,1131725361.3328257,68570269139.35026
2019-12-06,3772.267626718808,2456235116.008931,71673084907.65735
2019-12-07,3865.8623948369473,2297574463.5057425,73451385501.902
2019-12-08,4215.056908807963,3203017142.4406953,80086081267.35129
2019-12-09,4135.500087023825,1037457275.0530486,78574501653.45267
2019-12-10,3992.8510784251785,2173311050.7025266,75864170490.07838
2019-12-11,4002.284785984377,1682522615.4160817,76043410933.70316
2019-12-12,3923.814798307378,2171031868.0515656,74552481167.84018
2019-12-13,4084.697474392791,938996763.9734228,77609252013.46303
2019-12-14,3999.324617803559,2139552839.3404076,75987167738.26762
2019-12-15,3954.15225659678,1887499772.1210284,75128892875.33882
2019-12-16,3797.3679502510554,1012293507.8361839,72149991054.77005
2019-12-17,3910.451838738087,2050587931.1645603,74298584936.02365
2019-12-18,3764.253289316682,2008209590.2453432,71520812497.01697
2019-12-19,3824.622110447149,1018458587.7939761,72667820098.49583
2019-12-20,4109.831189852093,1778090908.6319666,78086792607.18977
2019-12-21,3815.366675978436,2047785245.6062534,72491966843.59029
2019-12-22,4041.777297114164,3060835957.6253104,76793768645.16911
2019-12-23,4085.0192419761547,1393512353.5978491,77615365597.54694
2019-12-24,3899.0709557612754,2062276096.3209465,74082348159.46423
2019-12-25,3914.1829429376107,1604856297.8308456,74369475915.8146
2019-12-26,4025.8571850588487,2421195208.042259,76491286516.11812
2019-12-27,3896.5507658239194,1802674330.6499336,74034464550.65446
2019-12-28,3968.086505963408,1668944045.8543005,75393643613.30475
2019-12-29,4218.978556896393,3103852714.252416,80160592581.03146
2019-12-30,4130.596748545446,2283936748.5386286,78481338222.36346
2019-12-31,3965.0251120549733,2769831230.0968556,75335477129.0445
2020-01-01,3943.0926676204194,1855609693.280089,74918760684.78796
2020-01-02,3949.9102610085824,1410892833.3842535,75048294959.16307
2020-01-03,4120.813638130757,1573801063.8733623,78295459124.48438
2020-01-04,4092.708387175824,1820517465.24522,77761459356.34065
2020-01-05,4020.7780435702202,596045382.4306583,76394782827.83418
2020-01-06,3855.9897725545375,1841385011.0683806,73263805678.53621
2020-01-07,3598.8173615979385,3133491198.4997044,68377529870.36083
2020-01-08,3411.3246056463154,2443083975.616737,64815167507.27999
2020-01-09,3232.9015800878587,1794629013.6597323,61425130021.66932
2020-01-10,3197.7157976977933,788699387.0569351,60756600156.25807
2020-01-11,3003.851981103589,1228112886.2548935,57073187640.96819
2020-01-12,2678.308123704563,3901348939.012718,50887854350.386696
2020-01-13,2671.1522343599063,1071473453.249531,50751892452.83822
2020-01-14,2867.370386412591,901361340.638555,54480037341.839226
2020-01-15,2995.147869383115,2161653333.11172,56907809518.27918
2020-01-16,2961.435839903763,698712099.0328954,56267280958.17149
2020-01-17,2828.8789026266245,2888433428.861106,53748699149.90587
2020-01-18,3118.6533934265485,1215850749.5451865,59254414475.10442
2020-01-19,3124.4813375375425,1655306579.6515555,59365145413.21331
2020-01-20,3147.6755823995636,867668887.5382961,59805836065.591705
2020-01-21,3127.925754861238,835350476.0275726,59430589342.363525
2020-01-22,3122.2638000852257,1371648898.9967108,59323012201.619286
2020-01-23,3052.834048545961,731665349.5707122,58003846922.37326
2020-01-24,3020.1715062838525,1424238317.5249295,57383258619.393196
2020-01-25,3200.3540913214356,1853879446.135968,60806727735.10728
2020-01-26,3358.2704680335682,1094478648.591485,63807138892.637794
2020-01-27,3078.0711253513296,1417759508.4647534,58483351381.67526
2020-01-28,2903.2352455444443,2298693783.4774904,55161469665.344444
2020-01-29,2811.456235042214,1464982255.8897893,53417668465.80206
2020-01-30,2915.275261021041,740288328.2767783,55390229959.39978
2020-01-31,3062.0949478489997,1252454370.755385,58179804009.131
2020-02-01,3148.957035627497,679787117.0857921,59830183676.92245
2020-02-02,3005.169136367196,955780428.9183491,57098213590.97673
2020-02-03,2940.6156671740896,1796845948.2247863,55871697676.3077
2020-02-04,2996.707859415033,1020799069.3378952,56937449328.88563
2020-02-05,2966.402105106224,1743529932.1888328,56361639997.01826
2020-02-06,2920.4441347515613,2059866291.8959072,55488438560.27966
2020-02-07,2876.816651811782,1726525254.6572382,54659516384.42386
2020-02-08,3008.7854148162737,1177891663.319272,57166922881.5092
2020-02-09,3078.661598688244,640152496.747586,58494570375.07664
2020-02-10,3039.002718459833,709194714.8800914,57741051650.736824
2020-02-11,3077.1279827475355,1274167023.6067815,58465431672.20317
2020-02-12,2921.5959549365393,2768525537.9157014,55510323143.79425
2020-02-13,2859.0477384670453,1079489390.4314566,54321907030.87386
2020-02-14,2977.584912788213,1512973267.845637,56574113342.97604
2020-02-15,2790.6962986561884,2337671352.435977,53023229674.46758
2020-02-16,2856.948539633624,1378613402.419405,54282022253.03886
2020-02-17,2617.6014581048594,1730627168.7292664,49734427703.992325
2020-02-18,2793.9185239056983,3217763625.8720446,53084451954.20827
2020-02-19,2731.6231834171335,2204646156.837358,51900840484.92554
2020-02-20,2773.868950357551,1421549122.9477842,52703510056.79347
2020-02-21,2785.156116998212,1184119368.4296587,52917966222.96603
2020-02-22,2800.5080937529588,563122100.931757,53209653781.30621
2020-02-23,2833.5878935082296,1621518026.839185,53838169976.656364
2020-02-24,2638.334601429786,1497918185.4118197,50128357427.16593
2020-02-25,2655.0474420331275,2101813528.2656484,50445901398.629425
2020-02-26,2634.180538849715,1389805557.2685723,50049430238.144585
2020-02-27,2575.9904707592236,644131808.3735385,48943818944.42525
2020-02-28,2494.5062532845145,2463428244.9158535,47395618812.40578
2020-02-29,2512.800488698563,977899916.6589936,47743209285.2727
2020-03-01,2413.205864705397,1858913497.2842813,45850911429.40254
2020-03-02,2511.3418385605987,1138878644.865641,47715494932.651375
2020-03-03,2557.5603208566095,611548731.3200166,48593646096.27558
2020-03-04,2582.4740002738063,1537227464.396701,49067006005.20232
2020-03-05,2682.6937199273802,2078720759.9912162,50971180678.620224
2020-03-06,2483.812303484635,2226100626.0823617,47192433766.20806
2020-03-07,2355.4412368035455,865274529.8440365,44753383499.267365
2020-03-08,2403.036132321796,750325702.3726374,45657686514.11412
2020-03-09,2332.0750700229637,1819540914.7526894,44309426330.43631
2020-03-10,2273.8648155586425,1165934184.5687523,43203431495.614204
2020-03-11,2144.785596129331,1620195423.5174987,40750926326.45729
2020-03-12,1828.2424266594987,3341455775.3986692,34736606106.53048
2020-03-13,1929.461568832543,1886238601.5266604,36659769807.81831
