,price,volume,market_cap
2019-02-21,0.0009215728175745173,2244761.571375042,921572.8175745172
2019-02-22,0.0009712678272864056,2625188.4785241336,971267.8272864056
2019-02-23,0.0009894548820189486,925883.4728429198,989454.8820189487
2019-02-24,0.0009942286584451409,1793717.7755807205,994228.6584451408
2019-02-25,0.001051017706353523,2897483.991404151,1051017.706353523
2019-02-26,0.0010056944746992473,1204958.0268736542,1005694.4746992473
2019-02-27,0.00098491709960046,1376319.2931130233,984917.0996004599
2019-02-28,0.0010014314179660191,596012.7970953678,1001431.4179660191
2019-03-01,0.00101611572363125,1451776.2744622296,1016115.72363125
2019-03-02,0.0009288087799617153,1263895.7946439518,928808.7799617152
2019-03-03,0.0009044380270396958,1270495.1999771092,904438.0270396958
2019-03-04,0.0008947812131617222,1414659.6686111796,894781.2131617222
2019-03-05,0.0009155786588989334,1915848.2824323159,915578.6588989333
2019-03-06,0.0009288115387202453,2224590.1593820318,928811.5387202452
2019-03-07,0.0009237339536470723,925653.7001330615,923733.9536470723
2019-03-08,0.0008164641724422823,2004054.080978306,816464.1724422823
2019-03-09,0.000814348850507227,569718.1022119562,814348.850507227
2019-03-10,0.0008164774057905969,592305.526984302,816477.4057905969
2019-03-11,0.0009363318201749744,2265498.9678194257,936331.8201749744
2019-03-12,0.000924588666817752,807308.9263011141,924588.6668177521
2019-03-13,0.0009403925134647746,1445135.4128658597,940392.5134647746
2019-03-14,0.0010039342420905097,1435158.4433570679,1003934.2420905097
2019-03-15,0.001048223787004812,2294794.122212068,1048223.787004812
2019-03-16,0.0011354021051177019,2656470.600418696,1135402.105117702
2019-03-17,0.0010387668241472335,2413222.6444696025,1038766.8241472335
2019-03-18,0.0009759918809635776,900285.5699797794,975991.8809635777
2019-03-19,0.0009418537699045893,1871251.326760239,941853.7699045893
2019-03-20,0.0008532820242305153,2848037.074316302,853282.0242305152
2019-03-21,0.00085593895544207,785262.612485218,855938.9554420699
2019-03-22,0.0008078647553671355,2975100.2305265935,807864.7553671355
2019-03-23,0.0008821851333484445,1356032.522030195,882185.1333484446
2019-03-24,0.000839844483606381,2792729.2082199864,839844.483606381
2019-03-25,0.00082277574385674,2185089.0933729964,822775.74385674
2019-03-26,0.0008621135021325789,2550972.0297620776,862113.5021325789
2019-03-27,0.0007975827038409923,2330427.7052110266,797582.7038409923
2019-03-28,0.0007198590716611269,1262990.6880996122,719859.0716611269
2019-03-29,0.0007271138340694824,2031846.324714599,727113.8340694824
2019-03-30,0.0007377245827314927,1155721.2864699236,737724.5827314927
2019-03-31,0.0007715930552598724,1493841.1090612174,771593.0552598725
2019-04-01,0.0007949850514415004,2385612.359125356,794985.0514415003
2019-04-02,0.0008083559689337162,1950660.5633026983,808355.9689337162
2019-04-03,0.0007745654904021548,1052795.2874980385,774565.4904021549
2019-04-04,0.0007845846668421061,2086852.3582574413,784584.6668421061
2019-04-05,0.0007975964923046823,591773.2638081971,797596.4923046823
2019-04-06,0.0007626130446949352,1066315.7369095534,762613.0446949352
2019-04-07,0.0008472222704897387,3117666.253915195,847222.2704897387
2019-04-08,0.0008704615564045092,1065829.3645977776,870461.5564045091
2019-04-09,0.0008186857194282034,1575830.0529434944,818685.7194282034
2019-04-10,0.0008565295292127203,2368461.820338021,856529.5292127202
2019-04-11,0.0009051826058296922,2330743.6902922275,905182.6058296922
2019-04-12,0.000926695950128733,1673900.8108978472,926695.9501287331
2019-04-13,0.0009121252437800295,1038967.7802671023,912125.2437800296
2019-04-14,0.0008699630115766255,1266278.5951757103,869963.0115766255
2019-04-15,0.0008650685104458728,1941481.5267705647,865068.5104458728
2019-04-16,0.000881910631776845,1728369.2218287555,881910.631776845
2019-04-17,0.0008817167115458885,1368358.059906891,881716.7115458885
2019-04-18,0.0009577313120322047,2306751.1248799944,957731.3120322047
2019-04-19,0.000992726853312414,1257750.2519548493,992726.853312414
2019-04-20,0.0009406787270326559,817744.3089999941,940678.7270326559
2019-04-21,0.0008792961007937263,3157479.5431616376,879296.1007937264
2019-04-22,0.0009038709715007646,2470545.4634861373,903870.9715007646
2019-04-23,0.0008908482090372591,598564.1903621183,890848.2090372591
2019-04-24,0.0009281213245130413,2684291.1347966464,928121.3245130413
2019-04-25,0.0009535465190442444,2478366.0594040025,953546.5190442444
2019-04-26,0.0009484262271562159,1875069.3748450594,948426.2271562158
2019-04-27,0.0008992905186566276,2697173.640760873,899290.5186566276
2019-04-28,0.0008166539633555727,1871670.5831751,816653.9633555727
2019-04-29,0.000826327739672631,2129800.3554847236,826327.739672631
2019-04-30,0.0007637381013788212,2713570.9535475112,763738.1013788212
2019-05-01,0.000722472227264614,2191114.0188815296,722472.227264614
2019-05-02,0.0007284134822180867,2148324.0188876395,728413.4822180867
2019-05-03,0.0007302290696537908,1861325.3132511745,730229.0696537908
2019-05-04,0.0006794210323505306,2732164.4201390985,679421.0323505306
2019-05-05,0.0007228924789417804,1704172.33692908,722892.4789417804
2019-05-06,0.0007678767211254054,1525573.4234952147,767876.7211254054
2019-05-07,0.000790837859939168,2339028.514214274,790837.859939168
2019-05-08,0.0008144263049924022,2427587.1549561583,814426.3049924022
2019-05-09,0.0008387799817305971,2205026.723081975,838779.9817305971
2019-05-10,0.0010318368447095223,4869738.737908897,1031836.8447095223
2019-05-11,0.0010898674580342215,2867018.460698142,1089867.4580342215
2019-05-12,0.00113137339821097,1390490.562657409,1131373.39821097
2019-05-13,0.0010777807914610893,2015160.504595842,1077780.7914610894
2019-05-14,0.0010613886979453308,638158.746107318,1061388.6979453308
2019-05-15,0.0012077324557835615,2211831.976962234,1207732.4557835616
2019-05-16,0.0010712153167288982,2953210.0914169797,1071215.3167288983
2019-05-17,0.001039811662827004,893043.7507280047,1039811.6628270041
2019-05-18,0.0011067100630223227,2109043.819090571,1106710.0630223227
2019-05-19,0.0010581053241699883,2064270.4646782097,1058105.3241699883
2019-05-20,0.0011001923786323215,877822.0607744893,1100192.3786323215
2019-05-21,0.001102100453710235,1333688.6710497076,1102100.453710235
2019-05-22,0.0010579106109324776,2040000.995903044,1057910.6109324775
2019-05-23,0.0009283075104569654,3766578.745685349,928307.5104569654
2019-05-24,0.0009377644193919623,998570.2451988867,937764.4193919624
2019-05-25,0.0008922347899646245,799244.488706521,892234.7899646246
2019-05-26,0.0008852002444894495,2097239.0488126334,885200.2444894494
2019-05-27,0.0009111359360140137,1439655.7373170552,911135.9360140137
2019-05-28,0.0009575540402299509,1147096.0355056052,957554.0402299509
2019-05-29,0.0009293093380942942,1714329.3566281279,929309.3380942942
2019-05-30,0.0008919513313553561,2203791.35786285,891951.3313553561
2019-05-31,0.0008235805527187758,3413462.9663511184,823580.5527187758
2019-06-01,0.0008681129671465512,2475694.256025334,868112.9671465512
2019-06-02,0.0009777811329556292,2556164.1372822775,977781.1329556291
2019-06-03,0.0010373748549546153,1402816.3741342782,1037374.8549546154
2019-06-04,0.0011151931862773323,912859.4194698301,1115193.1862773323
2019-06-05,0.0010667267031193798,967077.8471860534,1066726.70311938
2019-06-06,0.0010940660185382656,1521696.7665392463,1094066.0185382657
2019-06-07,0.0011438220001993029,940881.0497815862,1143822.0001993028
2019-06-08,0.0009202322046731947,2245035.2426947965,920232.2046731947
2019-06-09,0.0008627515026110199,1869590.5818825068,862751.5026110199
2019-06-10,0.0009463906694291827,2860898.1119763395,946390.6694291828
2019-06-11,0.0008642359313957613,1060990.0132591175,864235.9313957613
2019-06-12,0.0009381077052666787,2327180.495938193,938107.7052666787
2019-06-13,0.0008563499966980787,3340161.9660029407,856349.9966980787
2019-06-14,0.0008050627508963378,968701.7000864621,805062.7508963378
2019-06-15,0.0008265790257967901,1854801.432768917,826579.02579679
2019-06-16,0.0008292142631355713,1971249.5621129856,829214.2631355713
2019-06-17,0.0008092145970545652,1692001.681381062,809214.5970545652
2019-06-18,0.0008854110599854401,2305427.698553592,885411.0599854401
2019-06-19,0.0008187671169524935,2310789.711873563,818767.1169524934
2019-06-20,0.0008104917511560222,2138044.193673492,810491.7511560222
2019-06-21,0.0008382908339800005,2495310.8897582763,838290.8339800005
2019-06-22,0.0008515857175747324,703015.7914470851,851585.7175747324
2019-06-23,0.0008189172108119659,1353821.3104777834,818917.210811966
2019-06-24,0.0007891398370266964,923507.1073496055,789139.8370266964
2019-06-25,0.0008285779888125124,2317289.740761351,828577.9888125124
2019-06-26,0.000872472730155048,2451603.300175254,872472.730155048
2019-06-27,0.0008876868845421661,2002577.4123311637,887686.8845421661
2019-06-28,0.0008426459177448392,2450910.1478238255,842645.9177448391
2019-06-29,0.0008134812158238922,2302185.1132078036,813481.2158238922
2019-06-30,0.0008116475513638316,1081876.0720442152,811647.5513638316
2019-07-01,0.0008165496128146978,1765156.5126402942,816549.6128146978
2019-07-02,0.0008425369924878629,2356543.9824845335,842536.9924878629
2019-07-03,0.0008314731681382871,1293649.2434492493,831473.1681382871
2019-07-04,0.0008718203877737218,972371.9644950372,871820.3877737218
2019-07-05,0.0009135026245648922,2740155.895145139,913502.6245648921
2019-07-06,0.0009841426209392867,1737953.473922053,984142.6209392867
2019-07-07,0.0009843987248636028,1848081.6320694976,984398.7248636028
2019-07-08,0.0010025608627807377,2281240.8852737765,1002560.8627807377
2019-07-09,0.0009937297219456498,1479967.3792425508,993729.7219456498
2019-07-10,0.0009439505795013174,1410600.530247793,943950.5795013175
2019-07-11,0.0010615132398072845,2229707.1940108268,1061513.2398072844
2019-07-12,0.0011342127280905834,2842990.809979227,1134212.7280905833
2019-07-13,0.0011869533495933275,2467681.8537528655,1186953.3495933276
2019-07-14,0.001184894215360593,596509.971432637,1184894.215360593
2019-07-15,0.0011199202302763984,2050473.0408966343,1119920.2302763984
2019-07-16,0.0011843236890298982,1616610.451808025,1184323.6890298983
2019-07-17,0.001172689552907287,741967.7563449648,1172689.552907287
2019-07-18,0.00120057128750413,1766686.7758575142,1200571.28750413
2019-07-19,0.0011587632254871723,878623.0220053146,1158763.2254871724
2019-07-20,0.0011746359575061536,692585.089538783,1174635.9575061537
2019-07-21,0.0011377329006164508,2277173.6557868505,1137732.9006164507
2019-07-22,0.0011044402210506788,810806.2603102612,1104440.2210506788
2019-07-23,0.001118712897876232,2235829.442428723,1118712.897876232
2019-07-24,0.0010203947471756156,3230118.740353565,1020394.7471756156
2019-07-25,0.0009332042338956118,3562216.9792472697,933204.2338956118
2019-07-26,0.0008920437183162796,2400413.8837367953,892043.7183162796
2019-07-27,0.00087972742314534,1522287.4008122075,879727.42314534
2019-07-28,0.0009241180971375137,1003258.7798833769,924118.0971375137
2019-07-29,0.0009143258536422498,1370219.3534927038,914325.8536422498
2019-07-30,0.0009123959054564174,596791.5186352639,912395.9054564174
2019-07-31,0.0008956812519374396,802474.7710125123,895681.2519374397
2019-08-01,0.0009121287485343262,1916378.4902563076,912128.7485343262
2019-08-02,0.0008659441522683169,2071295.5867791427,865944.1522683168
2019-08-03,0.0008594273952426855,998448.5352820165,859427.3952426856
2019-08-04,0.0008792824913851598,2219417.0284297955,879282.4913851598
2019-08-05,0.0008902256446361915,686699.1729817671,890225.6446361914
2019-08-06,0.0008900080236777647,1334034.6010219564,890008.0236777647
2019-08-07,0.0008904268707592189,1450894.0331776803,890426.8707592189
2019-08-08,0.0009161423074954872,1989419.7829413328,916142.3074954872
2019-08-09,0.0010335834578929983,3140983.283954451,1033583.4578929982
2019-08-10,0.0009849628095877697,2722809.917574837,984962.8095877697
2019-08-11,0.001113390313750919,2110521.0519926087,1113390.313750919
2019-08-12,0.001058279834545014,1169345.252347409,1058279.834545014
2019-08-13,0.0009223609937676622,3142069.9751316314,922360.9937676622
2019-08-14,0.0008923424773173462,817276.9196747649,892342.4773173461
2019-08-15,0.0009097479372838088,1152379.9241988654,909747.9372838087
2019-08-16,0.001011248742404646,3640473.4925955497,1011248.742404646
2019-08-17,0.0009557262512687067,2891130.3982840674,955726.2512687068
2019-08-18,0.0009829789289601053,2228203.2123576673,982978.9289601053
2019-08-19,0.0009041302646022623,3422430.8195596943,904130.2646022623
2019-08-20,0.0010025787722524617,3758086.777658308,1002578.7722524616
2019-08-21,0.001072525091170892,3362926.8576790956,1072525.091170892
2019-08-22,0.0010412604065367953,937149.0343272109,1041260.4065367953
2019-08-23,0.0009331899967574552,3983795.132059111,933189.9967574552
2019-08-24,0.0010080620161481435,3177817.7043219777,1008062.0161481434
2019-08-25,0.0010001261580919163,1210575.5250623196,1000126.1580919164
2019-08-26,0.0010734043802848759,1576939.355509394,1073404.3802848759
2019-08-27,0.0010726686925193747,1664813.7188999767,1072668.6925193747
2019-08-28,0.0010746197005521,1952018.3764674389,1074619.7005521
2019-08-29,0.001044526127520156,1505090.9292510557,1044526.127520156
2019-08-30,0.0010825165830643034,946058.9508944558,1082516.5830643033
2019-08-31,0.0010892473874531388,895377.5133381898,1089247.3874531388
2019-09-01,0.0011217792094258615,1957801.1917903135,1121779.2094258615
2019-09-02,0.0010174011873194267,1294063.2836523857,1017401.1873194267
2019-09-03,0.0010943783810687105,2647837.3976203706,1094378.3810687105
2019-09-04,0.001195136833953474,2458955.7699181894,1195136.833953474
2019-09-05,0.0012022365180913703,1883910.1233213276,1202236.5180913704
2019-09-06,0.0013496846661657273,4040960.860678891,1349684.6661657272
2019-09-07,0.001490484378635963,2258199.267918172,1490484.378635963
2019-09-08,0.0015467092605295678,2143127.7745315456,1546709.2605295677
2019-09-09,0.0016721750575263358,1484163.7719584971,1672175.0575263358
2019-09-10,0.0017766951440999089,1768654.3849670205,1776695.1440999089
2019-09-11,0.0015874338146399261,2387860.3305075886,1587433.8146399262
2019-09-12,0.0015601864496917427,1489141.1795015687,1560186.4496917427
2019-09-13,0.0016257962455164972,2380061.13613061,1625796.2455164972
2019-09-14,0.0017830382716337574,3528207.8189616203,1783038.2716337575
2019-09-15,0.0016336088102380413,3536945.4998893174,1633608.8102380412
2019-09-16,0.0014650155678196824,2415480.8085181853,1465015.5678196824
2019-09-17,0.0014586678576334563,2055408.3601872353,1458667.8576334564
2019-09-18,0.00127626650944504,3263402.557475863,1276266.50944504
2019-09-19,0.0012681657876305594,914818.2326337011,1268165.7876305594
2019-09-20,0.0012947920630532524,935080.6271083903,1294792.0630532524
2019-09-21,0.0012204803377365483,1603046.9932855703,1220480.3377365484
2019-09-22,0.0012146699410502727,1572811.4278267038,1214669.9410502727
2019-09-23,0.0012830662310774942,1185568.7063679912,1283066.231077494
2019-09-24,0.0012409618262121014,1016723.21122859,1240961.8262121014
2019-09-25,0.001180685369313195,940543.0345725652,1180685.3693131949
2019-09-26,0.0011719225331396415,869580.2663077039,1171922.5331396416
2019-09-27,0.0010979571823123173,1706838.3554585595,1097957.1823123172
2019-09-28,0.0012262902693873092,1212309.8617960264,1226290.2693873092
2019-09-29,0.0012276585801567399,1718074.553105249,1227658.5801567398
2019-09-30,0.0011748894801580853,2588527.9897916643,1174889.4801580852
2019-10-01,0.0011887987554431354,2104032.862667075,1188798.7554431353
2019-10-02,0.0011795978299472634,1841596.4694694018,1179597.8299472635
2019-10-03,0.0011627789165116937,1853712.6905090471,1162778.9165116937
2019-10-04,0.0011246048046175752,1402297.868131764,1124604.8046175751
2019-10-05,0.0010846261222120309,1662895.2503539436,1084626.122212031
2019-10-06,0.000984936547717654,2291043.0346586257,984936.547717654
2019-10-07,0.0010647286764983908,2934585.535259871,1064728.6764983907
2019-10-08,0.0011004965517539102,1693318.16333981,1100496.5517539103
2019-10-09,0.0011199478385106381,1527621.9360532307,1119947.838510638
2019-10-10,0.0011102322288669452,1411608.4422389867,1110232.2288669453
2019-10-11,0.0010454696890496594,1367526.2798749062,1045469.6890496594
2019-10-12,0.0009969797126515181,775975.8670766852,996979.7126515182
2019-10-13,0.000910905247256132,1831896.5079691363,910905.247256132
2019-10-14,0.0008746563440294729,950102.9472729897,874656.3440294729
2019-10-15,0.0008170227183214189,3045446.4337888095,817022.7183214189
2019-10-16,0.0008989116782959114,3371361.06832427,898911.6782959114
2019-10-17,0.0009455637430319252,1895180.4056999327,945563.7430319252
2019-10-18,0.0009490075792831728,1430532.1662986714,949007.5792831728
2019-10-19,0.000899016657605247,2470557.781733009,899016.657605247
2019-10-20,0.0008421675467010538,1511005.2638652148,842167.5467010537
2019-10-21,0.0008317075557005131,1174369.026367884,831707.5557005131
2019-10-22,0.0008770943799969468,1598484.8152662972,877094.3799969468
2019-10-23,0.0009767016018826901,4228101.905509176,976701.6018826901
2019-10-24,0.0008937659088993869,1206885.417376682,893765.9088993869
2019-10-25,0.000923061905681276,968336.0863129073,923061.905681276
2019-10-26,0.0008861038415893375,1092091.415232216,886103.8415893374
2019-10-27,0.0008593191173143735,1208046.179814093,859319.1173143735
2019-10-28,0.0008609615319468313,1136917.5863971326,860961.5319468314
2019-10-29,0.0008171756053030858,2977265.503011779,817175.6053030859
2019-10-30,0.0008046426788077399,2253919.8803454,804642.6788077399
2019-10-31,0.0007600221687561093,2795464.929371354,760022.1687561093
2019-11-01,0.0007329606067352597,1025632.849107372,732960.6067352598
2019-11-02,0.0007654479668007487,2169131.0487204236,765447.9668007487
2019-11-03,0.0007692445415076538,1424746.1811234497,769244.5415076538
2019-11-04,0.0008031553235589193,1325520.5083077361,803155.3235589192
2019-11-05,0.0007704207802645217,1387190.9679231942,770420.7802645217
2019-11-06,0.0007960264237727836,1516430.830824315,796026.4237727836
2019-11-07,0.0007174963901670165,1335452.1459701667,717496.3901670165
2019-11-08,0.0007188489403159044,1442621.715978298,718848.9403159043
2019-11-09,0.000745673182112739,1004523.7491168567,745673.1821127391
2019-11-10,0.0006705904518120512,2451864.8117852556,670590.4518120512
2019-11-11,0.0006436929571579315,1407976.0541151697,643692.9571579315
2019-11-12,0.0006448798756550748,714559.3660324,644879.8756550748
2019-11-13,0.000683171274680148,1405647.9689287108,683171.274680148
2019-11-14,0.0006588411461741832,2064382.2265841875,658841.1461741832
2019-11-15,0.0006791257125375434,1579090.6247808852,679125.7125375434
2019-11-16,0.0007371869658255695,2073381.5883900537,737186.9658255695
2019-11-17,0.0007619743818896677,2332986.0363954944,761974.3818896677
2019-11-18,0.0007519294845562386,2204279.220929007,751929.4845562386
2019-11-19,0.0007679220865872381,2313214.409920463,767922.0865872381
2019-11-20,0.0007393253506096152,1059279.5298321536,739325.3506096152
2019-11-21,0.0007424271067579624,1418838.6636152687,742427.1067579624
2019-11-22,0.0007347499396835913,1945021.9863817075,734749.9396835912
2019-11-23,0.0007488984018797142,956960.296889148,748898.4018797142
2019-11-24,0.0007296422633758236,937167.345190177,729642.2633758236
2019-11-25,0.0007461811583499483,1837303.1373742807,746181.1583499484
2019-11-26,0.0007265871359388495,1621921.646424607,726587.1359388495
2019-11-27,0.0007638374290016315,1646800.160587207,763837.4290016314
2019-11-28,0.000748131852976323,2079562.7807103142,748131.852976323
2019-11-29,0.0006558965680173998,2666096.3566364604,655896.5680173999
2019-11-30,0.0006155686503536196,1537446.7910563299,615568.6503536196
2019-12-01,0.0006156333483124309,849210.6493745467,615633.3483124309
2019-12-02,0.0006769419579116339,3691071.7768257605,676941.9579116339
2019-12-03,0.0007099525822354736,2766582.484356456,709952.5822354736
2019-12-04,0.0006150545563151073,3356308.3631028365,615054.5563151074
2019-12-05,0.0005598748293164878,1344906.2577741859,559874.8293164878
2019-12-06,0.0005977365004704026,2834606.1876009116,597736.5004704027
2019-12-07,0.0006198329730623824,2521340.1607839544,619832.9730623823
2019-12-08,0.0007036601583871849,3958870.5657005524,703660.158387185
2019-12-09,0.0006835624604291557,1122000.8919930279,683562.4604291557
2019-12-10,0.0006480235954783335,2456046.65522143,648023.5954783335
2019-12-11,0.000650158168504321,1697830.6887470772,650158.168504321
2019-12-12,0.0006308748368901412,2353511.4456438934,630874.8368901412
2019-12-13,0.0006695174326392935,1073856.4742301467,669517.4326392935
2019-12-14,0.0006483600230087442,2328914.236303727,648360.0230087441
2019-12-15,0.0006372130958303578,1987517.9914685509,637213.0958303579
2019-12-16,0.0005991550192893234,1157814.3815952535,599155.0192893234
2019-12-17,0.0006257690760225106,2281904.357325237,625769.0760225106
2019-12-18,0.0005905195543754502,2285107.964327362,590519.5543754502
2019-12-19,0.0006045775185099698,1086644.3410398487,604577.5185099698
2019-12-20,0.0006720530542978353,2155318.007844371,672053.0542978352
2019-12-21,0.0005996573386824859,2478156.0374399466,599657.3386824859
2019-12-22,0.000652884518366524,3625989.1192055596,652884.518366524
2019-12-23,0.0006631988647533107,1457704.9386876072,663198.8647533107
2019-12-24,0.0006177502823809232,2388366.4212883133,617750.2823809233
2019-12-25,0.000621187252014033,1630933.8882490608,621187.2520140329
2019-12-26,0.0006476162832442068,2685208.903501002,647616.2832442068
2019-12-27,0.0006162532192308637,2025206.3072004158,616253.2192308637
2019-12-28,0.0006330695995826655,1794854.6025703729,633069.5995826655
2019-12-29,0.0006929524111703065,3700249.9339964795,692952.4111703065
2019-12-30,0.0006710045706224732,2486449.620051261,671004.5706224733
2019-12-31,0.0006304918046016384,3171059.100419641,630491.8046016385
2020-01-01,0.0006251028554621022,1908636.842909855,625102.8554621022
2020-01-02,0.0006265677807141624,1419415.3903836396,626567.7807141624
2020-01-03,0.0006670763220177244,1808703.3077679328,667076.3220177244
2020-01-04,0.0006600850460256773,1882896.8118515639,660085.0460256774
2020-01-05,0.0006425182923374277,641861.4264788027,642518.2923374277
2020-01-06,0.0006028580395535262,2112296.047910146,602858.0395535262
2020-01-07,0.0005423965625773884,3765044.544001534,542396.5625773885
2020-01-08,0.000499873944542084,2865515.6570232064,499873.94454208406
2020-01-09,0.0004605315025404925,2105725.8821005803,460531.50254049245
2020-01-10,0.0004528979713325521,829184.529126977,452897.9713325521
2020-01-11,0.00041159884971581886,1461790.5407020713,411598.8497158189
2020-01-12,0.00034458512446318066,4920569.654847008,344585.12446318066
2020-01-13,0.00034311798713851236,1088023.7326585094,343117.98713851237
2020-01-14,0.00038083947476768166,1090922.0643043758,380839.4747676817
2020-01-15,0.0004062010613415903,2491088.7055099844,406201.0613415903
2020-01-16,0.00039924148799108135,735625.958745655,399241.4879910814
2020-01-17,0.0003723359834846878,3339982.73285162,372335.9834846878
2020-01-18,0.00042945291469338303,1521967.2294862522,429452.91469338303
2020-01-19,0.0004305493535241556,1666427.1649139528,430549.3535241556
2020-01-20,0.0004352359201121267,895629.3272941312,435235.9201121267
2020-01-21,0.0004310308339893256,861975.0024960977,431030.8339893256
2020-01-22,0.00042975274299271156,1387210.6527978384,429752.74299271154
2020-01-23,0.0004153106930894235,799712.9521826606,415310.69308942347
2020-01-24,0.00040854169650298994,1496281.2378016876,408541.69650299
2020-01-25,0.00044499978563153743,2197344.2486992623,444999.78563153744
2020-01-26,0.00047782524445831055,1273455.6375169528,477825.24445831054
2020-01-27,0.0004179043275343784,1742125.3953150338,417904.3275343784
2020-01-28,0.00038219410951017456,2718706.01607412,382194.10951017454
2020-01-29,0.0003639752980241075,1643705.5086527292,363975.2980241075
2020-01-30,0.0003840451520461173,838758.8880656668,384045.1520461173
2020-01-31,0.00041296118108159394,1460120.0390761169,412961.18108159397
2020-02-01,0.0004304295727757655,753573.857796336,430429.5727757655
2020-02-02,0.0004008405069113845,1107229.6140715356,400840.5069113845
2020-02-03,0.00038782472823922044,1959407.1393527184,387824.72823922045
2020-02-04,0.00039882439688390556,1100418.3327928726,398824.3968839056
2020-02-05,0.0003926747145684435,1827553.2003859635,392674.7145684435
2020-02-06,0.00038345108063674396,2202485.9485195447,383451.080636744
2020-02-07,0.0003747628575747095,1842479.348820013,374762.8575747095
2020-02-08,0.0004004565197159535,1361080.582309233,400456.5197159535
2020-02-09,0.00041430673913254795,699178.5452751617,414306.7391325479
2020-02-10,0.00040619760184047916,751231.3311699901,406197.6018404792
2020-02-11,0.0004137398713295828,1342351.780401077,413739.8713295828
2020-02-12,0.00038226799725151226,3237882.0424823593,382267.99725151225
2020-02-13,0.0003698965123239963,1176889.3484490826,369896.5123239963
2020-02-14,0.00039280810705363795,1732016.749112378,392808.10705363797
2020-02-15,0.0003557279054044007,2791985.906171549,355727.9054044007
2020-02-16,0.0003683066565377808,1508076.0707899602,368306.6565377808
2020-02-17,0.00032193104231932287,2127445.680035743,321931.0423193229
2020-02-18,0.00035437762929057544,3860498.7586853416,354377.62929057545
2020-02-19,0.0003424368236129724,2410125.0082422197,342436.8236129724
2020-02-20,0.0003502951209806363,1513672.4187411051,350295.1209806363
